term_str,n,n_chars,p,i,max_pos,max_pos_group,stop,stem_porter,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_sentiment
mediate,1,7,7.578743141237457e-06,17.009609957636428,VB,VB,0,mediat,0,1,0,0,0,0,1,0,0,1,1
medical,43,7,0.0003258859550732,11.58334520293433,JJ,JJ,0,medic,0,1,0,1,0,0,1,0,0,1,1
mercenary,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,mercenari,0,0,0,1,0,1,0,0,0,0,-1
merciless,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,merciless,0,0,0,1,0,1,0,0,0,0,-1
merge,1,5,7.578743141237457e-06,17.009609957636428,NNP,NN,0,merg,0,1,0,0,0,0,1,0,0,0,1
merit,5,5,3.7893715706187286e-05,14.687681862749066,NNP,NN,0,merit,0,0,0,0,0,0,1,0,0,1,1
mess,4,4,3.0314972564949827e-05,15.009609957636428,NN,NN,0,mess,0,0,1,0,0,1,0,0,0,0,-1
mighty,3,6,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,mighti,1,0,0,1,1,0,1,0,0,1,1
ministry,5,8,3.7893715706187286e-05,14.687681862749066,NN,NN,0,ministri,0,0,0,0,1,0,1,0,0,1,1
miracle,2,7,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,miracl,0,1,0,0,1,0,1,0,1,1,1
misbehavior,1,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,misbehavior,1,0,1,0,0,1,0,0,1,0,-1
miscarriage,1,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,miscarriag,0,0,0,1,0,1,0,1,0,0,-1
misery,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,miseri,1,0,1,1,0,1,0,1,0,0,-1
mishap,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,mishap,0,0,1,1,0,1,0,1,1,0,-1
misleading,1,10,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,mislead,1,0,1,0,0,1,0,0,0,0,-1
missing,7,7,5.30512019886622e-05,14.202255035578824,VBG,VB,0,miss,0,0,0,1,0,1,0,1,0,0,-1
mistake,4,7,3.0314972564949827e-05,15.009609957636428,NN,NN,0,mistak,0,0,0,0,0,1,0,1,0,0,-1
mistaken,3,8,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,mistaken,0,0,0,1,0,1,0,0,0,0,-1
mistress,3,8,2.2736229423712372e-05,15.424647456915272,NN,NN,0,mistress,1,0,1,0,0,1,0,0,0,0,-1
mob,5,3,3.7893715706187286e-05,14.687681862749066,NN,NN,0,mob,1,0,0,1,0,1,0,0,0,0,-1
modest,1,6,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,modest,0,0,0,0,0,0,1,0,0,1,1
momentum,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,momentum,0,1,0,0,0,0,1,0,0,0,1
monetary,1,8,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,monetari,0,1,0,0,0,0,1,0,0,0,1
money,58,5,0.0004395671021917,11.151628962508855,NN,NN,0,money,1,1,0,0,1,0,1,0,1,1,1
moody,2,5,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,moodi,1,0,0,0,0,1,0,1,0,0,-1
moral,2,5,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,moral,1,0,0,0,0,0,1,0,0,1,1
morals,2,6,1.5157486282474914e-05,16.009609957636428,NNS,NN,0,moral,1,1,1,0,1,0,1,0,1,1,1
morgue,3,6,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,morgu,0,0,1,1,0,1,0,1,0,0,-1
mortuary,3,8,2.2736229423712372e-05,15.424647456915272,JJ,NN,0,mortuari,0,0,0,1,0,1,0,1,0,0,-1
mother,61,6,0.0004623033316154,11.07887262007354,NN,NN,0,mother,0,1,0,0,1,1,1,1,0,1,0
muddy,1,5,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,muddi,0,0,1,0,0,1,0,0,0,0,-1
mum,1,3,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,mum,0,0,0,1,0,1,0,0,0,0,-1
murder,27,6,0.0002046260648134,12.25472245547296,NN,NN,0,murder,1,0,1,1,0,1,0,1,1,0,-1
murderer,3,8,2.2736229423712372e-05,15.424647456915272,NN,NN,0,murder,1,0,1,1,0,1,0,1,0,0,-1
music,75,5,0.0005684057355928,10.780791267140549,NN,NN,0,music,0,0,0,0,1,0,1,1,0,0,1
musical,19,7,0.0001439961196835,12.761682444192845,JJ,JJ,0,music,1,1,0,0,1,0,1,1,1,1,1
mysterious,2,10,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,mysteri,0,1,0,1,0,0,0,0,1,0,0
mystery,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,mysteri,0,1,0,0,0,0,0,0,1,0,0
nab,4,3,3.0314972564949827e-05,15.009609957636428,NNP,NN,0,nab,0,0,0,0,0,1,0,0,1,0,-1
nasty,1,5,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,nasti,1,0,1,1,0,1,0,1,0,0,-1
nausea,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,nausea,0,0,1,0,0,1,0,0,0,0,-1
negative,4,8,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,neg,0,0,0,0,0,1,0,1,0,0,-1
neglected,3,9,2.2736229423712372e-05,15.424647456915272,VBN,VB,0,neglect,1,0,1,0,0,1,0,1,0,0,-1
negotiate,1,9,7.578743141237457e-06,17.009609957636428,VB,VB,0,negoti,0,0,0,0,0,0,1,0,0,1,1
negro,390,5,0.0029557098250826,8.402279643886818,NNP,NN,0,negro,0,0,0,0,0,1,0,1,0,0,-1
neighbor,4,8,3.0314972564949827e-05,15.009609957636428,NN,NN,0,neighbor,0,1,0,0,0,0,1,0,0,1,1
nervous,5,7,3.7893715706187286e-05,14.687681862749066,JJ,JJ,0,nervou,0,1,0,1,0,1,0,0,0,0,-1
nicotine,8,8,6.0629945129899655e-05,14.009609957636428,JJ,JJ,0,nicotin,0,0,1,0,0,1,0,0,0,0,-1
nightmare,1,9,7.578743141237457e-06,17.009609957636428,NNP,NN,0,nightmar,0,0,0,1,0,1,0,0,0,0,-1
noble,8,5,6.0629945129899655e-05,14.009609957636428,NNP,NN,0,nobl,0,0,0,0,0,0,1,0,0,1,1
noisy,1,5,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,noisi,1,0,0,0,0,1,0,0,0,0,-1
notable,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,notabl,0,0,0,0,1,0,1,0,0,1,1
notoriety,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,notorieti,1,0,1,1,0,1,1,0,0,0,0
nuisance,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,nuisanc,1,0,0,0,0,1,0,0,0,0,-1
nurse,7,5,5.30512019886622e-05,14.202255035578824,NN,NN,0,nurs,0,0,0,0,0,0,1,0,0,1,1
nursery,2,7,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,nurseri,0,0,0,0,1,0,1,0,0,1,1
oath,3,4,2.2736229423712372e-05,15.424647456915272,NN,NN,0,oath,0,0,0,0,0,0,1,0,0,1,1
obey,3,4,2.2736229423712372e-05,15.424647456915272,IN,IN,0,obey,0,0,0,1,0,0,0,0,0,1,0
obituary,1,8,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,obituari,0,0,0,0,0,1,0,1,0,0,-1
objection,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,object,1,0,0,0,0,1,0,0,0,0,-1
objective,3,9,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,object,0,1,0,0,0,0,1,0,0,1,1
oblivion,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,oblivion,1,0,0,1,0,1,0,0,0,0,-1
obscene,2,7,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,obscen,0,0,1,0,0,1,0,0,0,0,-1
obscenity,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,obscen,1,0,1,0,0,1,0,0,0,0,-1
obtainable,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,obtain,0,0,0,0,1,0,1,0,0,0,1
obvious,4,7,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,obviou,0,0,0,0,0,0,1,0,0,1,1
offended,1,8,7.578743141237457e-06,17.009609957636428,VBD,VB,0,offend,1,0,0,0,0,1,0,1,0,0,-1
offense,4,7,3.0314972564949827e-05,15.009609957636428,NN,NN,0,offens,1,0,1,1,0,1,0,1,0,0,-1
offensive,2,9,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,offens,1,0,1,0,0,1,0,0,0,0,-1
officer,28,7,0.0002122048079546,12.202255035578824,NN,NN,0,offic,0,0,0,0,0,0,1,0,0,1,1
omen,2,4,1.5157486282474914e-05,16.009609957636428,IN,IN,0,omen,0,1,0,1,0,1,0,0,0,0,-1
ominous,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,omin,0,1,0,1,0,1,0,0,0,0,-1
opera,11,5,8.336617455361203e-05,13.550178338999132,NNP,NN,0,opera,1,1,0,1,1,0,1,1,1,1,1
operation,22,9,0.0001667323491072,12.550178338999132,NN,NN,0,oper,0,0,0,1,0,0,0,0,0,1,0
opponent,4,8,3.0314972564949827e-05,15.009609957636428,NN,NN,0,oppon,1,1,1,1,0,1,0,0,0,0,-1
opportunity,16,11,0.0001212598902597,13.009609957636428,NN,NN,0,opportun,0,1,0,0,0,0,1,0,0,0,1
opposed,6,7,4.5472458847424745e-05,14.424647456915272,VBD,VB,0,oppos,1,0,0,1,0,1,0,0,0,0,-1
opposition,9,10,6.820868827113711e-05,13.839684956194116,NN,NN,0,opposit,1,0,0,0,0,1,0,0,0,0,-1
oppression,2,10,1.5157486282474914e-05,16.009609957636428,NN,NN,0,oppress,1,0,1,1,0,1,0,1,0,0,-1
orchestra,13,9,9.852366083608696e-05,13.309170239495336,NNP,NN,0,orchestra,1,0,0,0,1,0,1,1,0,1,1
ordained,5,8,3.7893715706187286e-05,14.687681862749066,VBN,VB,0,ordain,0,0,0,0,0,0,1,0,0,1,1
ordeal,5,6,3.7893715706187286e-05,14.687681862749066,NN,NN,0,ordeal,1,0,0,0,0,1,0,0,1,0,-1
ordination,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,ordin,0,1,0,0,1,0,1,0,0,1,1
organ,2,5,1.5157486282474914e-05,16.009609957636428,NN,NN,0,organ,0,1,0,0,1,0,0,0,0,0,0
organization,29,12,0.0002197835510958,12.151628962508855,NN,NN,0,organ,0,1,0,0,1,0,1,0,1,1,1
orphan,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,orphan,0,0,0,1,0,1,0,1,0,0,-1
oust,1,4,7.578743141237457e-06,17.009609957636428,VB,VB,0,oust,1,0,0,0,0,1,0,1,0,0,-1
outrage,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,outrag,1,0,1,0,0,1,0,0,0,0,-1
outstanding,8,11,6.0629945129899655e-05,14.009609957636428,JJ,JJ,0,outstand,0,0,0,0,1,1,1,0,0,0,0
ovation,3,7,2.2736229423712372e-05,15.424647456915272,NN,NN,0,ovat,0,0,0,0,0,1,0,1,0,0,-1
overdue,2,7,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,overdu,0,1,0,0,0,1,0,1,1,0,-1
overthrow,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,overthrow,0,1,0,1,0,1,0,0,0,0,-1
pain,3,4,2.2736229423712372e-05,15.424647456915272,NN,NN,0,pain,0,0,0,1,0,1,0,1,0,0,-1
panic,1,5,7.578743141237457e-06,17.009609957636428,NNP,NN,0,panic,0,0,0,1,0,1,0,0,0,0,-1
parade,4,6,3.0314972564949827e-05,15.009609957636428,NN,NN,0,parad,0,1,0,1,1,1,1,0,1,0,0
paralysis,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,paralysi,1,1,0,1,0,1,0,1,0,0,-1
paralyzed,3,9,2.2736229423712372e-05,15.424647456915272,VBN,VB,0,paralyz,1,0,0,1,0,1,0,1,1,0,-1
pare,1,4,7.578743141237457e-06,17.009609957636428,NNP,NN,0,pare,1,1,0,1,0,1,0,1,0,0,-1
partake,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,partak,0,0,0,0,0,0,1,0,0,1,1
passion,3,7,2.2736229423712372e-05,15.424647456915272,NN,NN,0,passion,0,1,0,0,1,0,1,0,0,1,1
pastor,21,6,0.0001591536059659,12.617292534857668,NN,NN,0,pastor,0,0,0,0,1,0,1,0,0,1,1
patience,3,8,2.2736229423712372e-05,15.424647456915272,NN,NN,0,patienc,0,1,0,0,0,0,1,0,0,1,1
patient,6,7,4.5472458847424745e-05,14.424647456915272,NN,NN,0,patient,0,1,0,0,0,0,1,0,0,0,1
patron,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,patron,0,0,0,0,0,0,1,0,0,1,1
patronage,2,9,1.5157486282474914e-05,16.009609957636428,NN,NN,0,patronag,0,0,0,0,0,0,1,0,0,1,1
pay,40,3,0.0003031497256494,11.687681862749066,VB,VB,0,pay,0,1,0,0,1,0,1,0,0,1,1
peace,9,5,6.820868827113711e-05,13.839684956194116,NN,NN,0,peac,0,1,0,0,1,0,1,0,0,1,1
peaceful,2,8,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,peac,0,1,0,0,1,0,1,0,1,1,1
penalty,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,penalti,1,0,0,1,0,1,0,1,0,0,-1
penitentiary,3,12,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,penitentiari,1,0,0,0,0,1,0,0,0,0,-1
perfect,6,7,4.5472458847424745e-05,14.424647456915272,JJ,JJ,0,perfect,0,1,0,0,1,0,1,0,0,1,1
perjury,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,perjuri,0,0,0,1,0,1,0,0,1,0,-1
pertinent,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,pertin,0,0,0,0,0,0,1,0,0,1,1
petroleum,1,9,7.578743141237457e-06,17.009609957636428,NNP,NN,0,petroleum,0,0,1,0,0,1,1,0,0,0,0
physician,17,9,0.000128838633401,12.922147116386087,NN,NN,0,physician,0,0,0,0,0,0,1,0,0,1,1
picket,5,6,3.7893715706187286e-05,14.687681862749066,NN,NN,0,picket,1,1,0,1,0,1,0,0,0,0,-1
picketing,4,9,3.0314972564949827e-05,15.009609957636428,VBG,NN,0,picket,1,0,0,0,0,1,0,0,0,0,-1
picnic,2,6,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,picnic,0,1,0,0,1,0,1,0,1,1,1
pill,2,4,1.5157486282474914e-05,16.009609957636428,NN,NN,0,pill,0,0,0,0,0,0,1,0,0,1,1
pilot,2,5,1.5157486282474914e-05,16.009609957636428,NN,NN,0,pilot,0,0,0,0,0,0,1,0,0,1,1
pine,4,4,3.0314972564949827e-05,15.009609957636428,NNP,NN,0,pine,0,0,0,0,0,1,0,1,0,0,-1
pirate,1,6,7.578743141237457e-06,17.009609957636428,NNP,NN,0,pirat,1,0,0,0,0,1,0,0,0,0,-1
planning,11,8,8.336617455361203e-05,13.550178338999132,VBG,VB,0,plan,0,1,0,0,0,0,1,0,0,1,1
playground,2,10,1.5157486282474914e-05,16.009609957636428,NN,NN,0,playground,0,1,0,0,1,0,1,0,1,1,1
plea,2,4,1.5157486282474914e-05,16.009609957636428,NN,NN,0,plea,0,1,0,1,0,1,0,1,0,0,-1
pleasant,5,8,3.7893715706187286e-05,14.687681862749066,NNP,NN,0,pleasant,0,1,0,0,1,0,1,0,1,1,1
pleased,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,pleas,0,0,0,0,1,0,1,0,0,0,1
pledge,2,6,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,pledg,0,0,0,0,1,0,1,0,0,1,1
plight,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,plight,0,1,1,1,0,1,0,1,0,0,-1
plunge,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,plung,0,0,0,1,0,1,0,0,0,0,-1
pneumonia,3,9,2.2736229423712372e-05,15.424647456915272,NN,NN,0,pneumonia,0,0,0,1,0,1,0,0,0,0,-1
poison,8,6,6.0629945129899655e-05,14.009609957636428,NN,NN,0,poison,1,0,1,1,0,1,0,1,0,0,-1
poisoning,3,9,2.2736229423712372e-05,15.424647456915272,NN,NN,0,poison,0,0,1,0,0,1,0,0,0,0,-1
police,150,6,0.0011368114711856,9.780791267140549,NN,NN,0,polic,0,0,0,1,0,0,1,0,0,1,1
policeman,11,9,8.336617455361203e-05,13.550178338999132,NN,NN,0,policeman,0,0,0,1,0,0,1,0,0,1,1
pollution,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,pollut,0,0,1,0,0,1,0,0,0,0,-1
pop,5,3,3.7893715706187286e-05,14.687681862749066,NN,NN,0,pop,0,0,0,0,0,1,0,0,1,0,-1
possess,3,7,2.2736229423712372e-05,15.424647456915272,VB,VB,0,possess,0,1,0,0,1,0,1,0,0,1,1
possessed,1,9,7.578743141237457e-06,17.009609957636428,VBD,VB,0,possess,1,0,1,1,0,1,0,0,0,0,-1
possession,8,10,6.0629945129899655e-05,14.009609957636428,NN,NN,0,possess,1,0,1,1,0,1,0,0,0,0,-1
pound,15,5,0.0001136811471185,13.10271936202791,NN,NN,0,pound,1,0,0,0,0,1,0,0,0,0,-1
poverty,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,poverti,1,0,1,1,0,1,0,1,0,0,-1
powerful,11,8,8.336617455361203e-05,13.550178338999132,JJ,JJ,0,power,1,1,1,1,1,0,1,0,0,1,1
powerless,2,9,1.5157486282474914e-05,16.009609957636428,NN,NN,0,powerless,1,0,1,1,0,1,0,1,0,0,-1
practiced,2,9,1.5157486282474914e-05,16.009609957636428,VBD,VB,0,practic,0,0,0,0,1,0,1,0,1,1,1
praise,9,6,6.820868827113711e-05,13.839684956194116,NN,NN,0,prais,0,0,0,0,1,0,1,0,0,1,1
praised,1,7,7.578743141237457e-06,17.009609957636428,VBD,VB,0,prais,0,0,0,0,1,0,1,0,0,0,1
prank,2,5,1.5157486282474914e-05,16.009609957636428,NN,NN,0,prank,0,0,0,0,0,1,0,0,1,0,-1
pray,2,4,1.5157486282474914e-05,16.009609957636428,NN,NN,0,pray,0,1,0,1,1,0,1,0,1,1,1
predicament,1,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,predica,0,0,0,1,0,1,0,0,0,0,-1
predominant,1,11,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,predomin,0,0,0,0,0,0,1,0,0,1,1
prefer,3,6,2.2736229423712372e-05,15.424647456915272,NNP,VB,0,prefer,0,0,0,0,0,0,1,0,0,1,1
pregnancy,10,9,7.578743141237457e-05,13.687681862749066,NN,NN,0,pregnanc,0,0,1,0,0,1,0,0,0,0,-1
prejudice,8,9,6.0629945129899655e-05,14.009609957636428,NN,NN,0,prejudic,1,0,0,0,0,1,0,0,0,0,-1
prepare,4,7,3.0314972564949827e-05,15.009609957636428,NN,NN,0,prepar,0,1,0,0,0,0,1,0,0,0,1
prepared,9,8,6.820868827113711e-05,13.839684956194116,VBN,VB,0,prepar,0,1,0,0,0,0,1,0,0,1,1
present,21,7,0.0001591536059659,12.617292534857668,JJ,JJ,0,present,0,1,0,0,1,0,1,0,1,1,1
president,237,9,0.0017961621244732,9.12086670873817,NNP,NN,0,presid,0,0,0,0,0,0,1,0,0,1,1
presto,1,6,7.578743141237457e-06,17.009609957636428,VB,VB,0,presto,0,0,0,0,1,0,1,0,1,0,1
presumptuous,1,12,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,presumptu,1,0,1,0,0,1,0,0,0,0,-1
pretty,15,6,0.0001136811471185,13.10271936202791,RB,RB,0,pretti,0,1,0,0,1,0,1,0,0,1,1
prevention,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,prevent,0,1,0,0,0,0,1,0,0,0,1
pride,9,5,6.820868827113711e-05,13.839684956194116,NN,NN,0,pride,0,0,0,0,1,0,1,0,0,0,1
priest,3,6,2.2736229423712372e-05,15.424647456915272,NN,NN,0,priest,0,0,0,0,0,0,1,0,0,1,1
priesthood,4,10,3.0314972564949827e-05,15.009609957636428,NN,NN,0,priesthood,0,1,0,0,1,0,1,1,0,1,1
principal,11,9,8.336617455361203e-05,13.550178338999132,NN,NN,0,princip,0,0,0,0,0,0,1,0,0,1,1
prison,27,6,0.0002046260648134,12.25472245547296,NN,NN,0,prison,1,0,0,1,0,1,0,1,0,0,-1
prisoner,1,8,7.578743141237457e-06,17.009609957636428,VBP,VB,0,prison,1,0,1,1,0,1,0,1,0,0,-1
probation,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,probat,0,1,0,1,0,0,0,1,0,0,0
problem,30,7,0.0002273622942371,12.10271936202791,NN,NN,0,problem,0,0,0,1,0,1,0,1,0,0,-1
procedure,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,procedur,0,0,0,1,0,0,1,0,0,0,1
proctor,2,7,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,proctor,0,0,0,0,0,0,1,0,0,1,1
production,16,10,0.0001212598902597,13.009609957636428,NNP,NN,0,product,0,1,0,0,0,0,1,0,0,0,1
profane,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,profan,1,0,0,0,0,1,0,0,0,0,-1
profanity,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,profan,1,0,0,0,0,1,0,0,0,0,-1
professional,19,12,0.0001439961196835,12.761682444192845,JJ,JJ,0,profession,0,0,0,0,0,0,1,0,0,1,1
professor,24,9,0.0001818898353896,12.424647456915272,NN,NN,0,professor,0,0,0,0,0,0,1,0,0,1,1
proficient,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,profici,0,0,0,0,0,0,1,0,0,1,1
progress,17,8,0.000128838633401,12.922147116386087,NNP,NN,0,progress,0,1,0,0,1,0,1,0,0,0,1
prohibited,2,10,1.5157486282474914e-05,16.009609957636428,VBD,VB,0,prohibit,1,0,1,1,0,1,0,0,0,0,-1
promise,4,7,3.0314972564949827e-05,15.009609957636428,NN,NN,0,promis,0,0,0,0,1,0,1,0,0,1,1
prophet,1,7,7.578743141237457e-06,17.009609957636428,NNP,NN,0,prophet,0,1,0,0,0,0,1,0,0,1,1
prosecution,2,11,1.5157486282474914e-05,16.009609957636428,NN,NN,0,prosecut,0,0,1,0,0,1,0,0,0,0,-1
prostitute,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,prostitut,0,0,1,0,0,1,0,0,0,0,-1
prostitution,2,12,1.5157486282474914e-05,16.009609957636428,NN,NN,0,prostitut,0,0,1,0,0,1,0,1,0,0,-1
proud,13,5,9.852366083608696e-05,13.309170239495336,JJ,JJ,0,proud,0,1,0,0,1,0,1,0,0,1,1
provide,10,7,7.578743141237457e-05,13.687681862749066,VB,VB,0,provid,0,0,0,0,0,0,1,0,0,1,1
providing,3,9,2.2736229423712372e-05,15.424647456915272,VBG,VB,0,provid,0,1,0,0,1,0,1,0,0,1,1
public,77,6,0.0005835632218752,10.742823416941526,JJ,JJ,0,public,0,1,0,0,0,0,1,0,0,0,1
punch,2,5,1.5157486282474914e-05,16.009609957636428,VB,VB,0,punch,1,0,0,1,0,1,0,1,1,0,-1
punish,2,6,1.5157486282474914e-05,16.009609957636428,VB,VB,0,punish,0,0,0,1,0,1,0,0,0,0,-1
punished,1,8,7.578743141237457e-06,17.009609957636428,VBN,VB,0,punish,1,1,1,1,0,1,0,1,0,0,-1
punishment,2,10,1.5157486282474914e-05,16.009609957636428,NN,NN,0,punish,1,0,1,1,0,1,0,0,0,0,-1
purely,3,6,2.2736229423712372e-05,15.424647456915272,RB,RB,0,pure,0,0,0,0,0,0,1,0,0,1,1
qualified,5,9,3.7893715706187286e-05,14.687681862749066,JJ,JJ,0,qualifi,0,0,0,0,0,0,1,0,0,1,1
quarrel,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,quarrel,1,0,0,0,0,1,0,0,0,0,-1
quest,1,5,7.578743141237457e-06,17.009609957636428,JJS,JJ,0,quest,0,1,0,0,0,0,1,0,0,0,1
quiet,10,5,7.578743141237457e-05,13.687681862749066,JJ,JJ,0,quiet,0,0,0,0,0,0,1,1,0,0,1
quiver,1,6,7.578743141237457e-06,17.009609957636428,VB,VB,0,quiver,0,0,0,1,0,1,0,0,0,0,-1
quote,2,5,1.5157486282474914e-05,16.009609957636428,NN,NN,0,quot,0,1,0,0,0,1,1,0,1,0,0
rabid,1,5,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,rabid,1,1,1,1,0,1,0,1,0,0,-1
rack,2,4,1.5157486282474914e-05,16.009609957636428,NN,NN,0,rack,0,0,0,0,0,1,0,1,0,0,-1
radiant,2,7,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,radiant,0,0,0,0,1,0,1,0,0,0,1
raffle,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,raffl,0,1,0,0,0,0,0,0,1,0,0
rage,1,4,7.578743141237457e-06,17.009609957636428,NNP,NN,0,rage,1,0,0,0,0,1,0,0,0,0,-1
rags,1,4,7.578743141237457e-06,17.009609957636428,NNS,NN,0,rag,0,0,1,0,0,1,0,0,0,0,-1
raid,7,4,5.30512019886622e-05,14.202255035578824,NN,NN,0,raid,1,0,0,1,0,1,0,0,1,0,-1
ransom,1,6,7.578743141237457e-06,17.009609957636428,NNP,NN,0,ransom,1,0,0,1,0,1,0,0,0,0,-1
rape,9,4,6.820868827113711e-05,13.839684956194116,NNP,NN,0,rape,1,0,1,1,0,1,0,1,0,0,-1
rapt,1,4,7.578743141237457e-06,17.009609957636428,NNP,NN,0,rapt,0,0,0,0,1,0,1,0,1,1,1
rash,3,4,2.2736229423712372e-05,15.424647456915272,NN,NN,0,rash,0,0,1,0,0,1,0,0,0,0,-1
rating,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,rate,1,0,0,1,0,1,0,1,0,0,-1
rave,4,4,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,rave,1,0,1,0,1,1,1,0,1,1,0
raving,1,6,7.578743141237457e-06,17.009609957636428,VBG,VB,0,rave,1,1,0,1,1,1,0,0,1,0,-1
react,1,5,7.578743141237457e-06,17.009609957636428,VB,VB,0,react,1,0,0,1,0,0,0,0,0,0,0
real,41,4,0.0003107284687907,11.652057953018344,JJ,JJ,0,real,0,0,0,0,0,0,1,0,0,1,1
rebel,3,5,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,rebel,1,0,0,1,0,1,0,0,0,0,-1
receiving,12,9,9.094491769484948e-05,13.424647456915272,VBG,VB,0,receiv,0,1,0,0,1,0,1,0,1,0,1
recommend,1,9,7.578743141237457e-06,17.009609957636428,VB,VB,0,recommend,0,0,0,0,0,0,1,0,0,1,1
reconciliation,1,14,7.578743141237457e-06,17.009609957636428,NN,NN,0,reconcili,0,1,0,0,1,0,1,0,0,1,1
recreation,7,10,5.30512019886622e-05,14.202255035578824,NN,NN,0,recreat,0,1,0,0,1,0,1,0,0,0,1
recreational,2,12,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,recreat,0,1,0,0,1,0,1,0,0,0,1
refused,33,7,0.0002500985236608,11.965215838277976,VBD,VB,0,refus,0,0,0,0,0,1,0,1,0,0,-1
regal,3,5,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,regal,0,0,0,0,0,0,1,0,0,1,1
